EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,HourlyRate,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,Education_5,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,Gender_Male,JobInvolvement_2,JobInvolvement_3,JobInvolvement_4,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
1613,0,38,364,3,32,3,4317,2302,3,1,1,20,4,2,80,0,19,2,3,3,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1614,0,30,438,18,75,3,2632,23910,1,1,0,14,3,3,80,0,5,4,2,5,4,0,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1615,0,32,689,9,35,4,4668,22812,0,1,0,17,3,4,80,3,9,2,4,8,7,0,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1616,0,30,201,5,84,1,3204,10415,5,1,0,14,3,4,80,1,8,3,3,3,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1617,0,30,1427,2,35,4,2720,11162,0,1,0,13,3,4,80,0,6,3,3,5,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1618,0,41,857,10,91,1,17181,12888,4,1,0,13,3,2,80,1,21,2,2,7,6,7,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1619,0,41,933,9,94,1,2238,6961,2,1,0,21,4,4,80,1,7,2,3,5,0,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1620,0,19,1181,3,79,2,1483,16102,1,1,0,14,3,4,80,0,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1621,0,40,1395,26,54,2,5605,8504,1,1,0,11,3,1,80,1,20,2,3,20,7,2,13,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1622,0,35,662,1,94,2,7295,11439,1,1,0,13,3,1,80,2,10,3,3,10,8,0,6,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1623,0,53,1436,6,34,3,2306,16047,2,1,1,20,4,4,80,1,13,3,1,7,7,4,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1624,0,45,194,9,60,2,2348,10901,8,1,0,18,3,3,80,1,20,2,1,17,9,0,15,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1625,0,32,967,8,43,4,8998,15589,1,1,0,14,3,4,80,0,9,2,3,9,8,3,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1626,0,29,1496,1,41,3,4319,26283,1,1,0,13,3,1,80,1,10,1,3,10,7,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1627,0,51,1169,7,34,3,6132,13983,2,1,0,17,3,3,80,0,10,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1628,0,58,1145,9,75,2,3346,11873,4,1,1,20,4,2,80,1,9,3,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1629,0,40,630,4,67,4,10855,8552,7,1,0,11,3,1,80,1,15,2,2,12,11,2,11,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1630,0,34,303,2,75,3,2231,11314,6,1,0,18,3,4,80,1,6,3,3,4,3,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1631,0,22,1256,19,80,4,2323,11992,1,1,0,24,4,1,80,2,2,6,3,2,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1632,0,27,691,9,57,2,2024,5970,6,1,0,18,3,4,80,1,6,1,1,2,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1633,0,28,440,21,42,4,2713,6672,1,1,0,11,3,3,80,1,5,2,1,5,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1634,0,57,334,24,83,4,9439,23402,3,1,1,16,3,2,80,1,12,2,1,5,3,1,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,27,1450,3,79,3,2566,25326,1,1,1,15,3,4,80,1,1,2,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1636,0,50,1452,11,53,2,19926,17053,3,1,0,15,3,2,80,0,21,5,3,5,4,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1637,0,41,465,14,56,3,2451,4609,4,1,0,12,3,1,80,1,13,2,3,9,8,1,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1638,0,30,1339,5,41,4,9419,8053,2,1,0,12,3,3,80,1,12,2,3,10,9,7,4,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1639,0,38,702,1,59,4,8686,12930,4,1,0,22,4,3,80,0,12,2,4,8,3,0,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1640,0,32,120,6,43,3,3038,12430,3,1,0,20,4,1,80,0,8,2,3,5,4,1,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1641,0,27,1157,17,51,2,3058,13364,0,1,1,16,3,4,80,1,6,3,2,5,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1642,1,19,602,1,100,1,2325,20989,0,1,0,21,4,1,80,0,1,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1643,0,36,1480,3,30,2,2088,15062,4,1,0,12,3,3,80,0,13,3,2,8,7,7,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1644,0,30,111,9,66,1,3072,11012,1,1,0,11,3,3,80,2,12,4,3,12,9,6,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1645,0,45,1268,4,30,1,5006,6319,4,1,1,11,3,1,80,1,9,3,4,5,4,0,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1646,0,56,713,8,67,1,4257,13939,4,1,1,18,3,3,80,1,19,3,3,2,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1647,0,33,134,2,90,4,2500,10515,0,1,0,14,3,1,80,0,4,2,4,3,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1648,1,19,303,2,47,4,1102,9241,1,1,0,22,4,3,80,0,1,3,2,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1649,0,46,526,1,92,1,10453,2137,1,1,0,25,4,3,80,3,24,2,3,24,13,15,7,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1650,0,38,1380,9,75,4,2288,6319,1,1,0,12,3,3,80,0,2,3,3,2,2,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1651,0,31,140,12,95,4,3929,6984,8,1,1,23,4,3,80,1,7,0,3,4,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1652,0,34,629,27,95,2,2311,5711,2,1,0,15,3,4,80,0,9,3,3,3,2,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1653,1,41,1356,20,70,2,3140,21728,1,1,1,22,4,4,80,0,4,5,2,4,3,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1654,0,50,328,1,86,3,3690,3425,2,1,0,15,3,4,80,1,5,2,2,3,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1655,0,53,1084,13,57,1,4450,26250,1,1,0,11,3,3,80,2,5,3,3,4,2,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1656,0,33,931,14,72,2,2756,4673,1,1,0,13,3,4,80,1,8,5,3,8,7,1,6,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1657,0,40,989,4,46,3,19033,6499,1,1,0,14,3,2,80,1,21,2,3,20,8,9,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1658,0,55,692,14,61,2,18722,13339,8,1,0,11,3,4,80,0,36,3,3,24,15,2,15,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1659,0,34,1069,2,45,3,9547,14074,1,1,0,17,3,3,80,0,10,2,2,10,9,1,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1660,0,51,313,3,98,2,13734,7192,3,1,0,18,3,3,80,0,21,6,3,7,7,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1661,0,52,699,1,65,3,19999,5678,0,1,0,14,3,1,80,1,34,5,3,33,18,11,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1662,0,27,894,9,99,2,2279,11781,1,1,0,16,3,4,80,0,7,2,2,7,7,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1663,1,35,556,23,50,3,5916,15497,3,1,1,13,3,1,80,0,8,1,3,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1664,0,43,1344,7,37,4,2089,5228,4,1,0,14,3,4,80,3,7,3,4,5,4,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1665,0,45,1195,2,65,4,16792,20462,9,1,0,23,4,4,80,1,22,1,3,20,8,11,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1666,0,37,290,21,65,1,3564,22977,1,1,1,12,3,1,80,1,8,3,2,8,7,1,7,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1667,0,35,138,2,37,2,4425,15986,5,1,0,11,3,4,80,0,10,5,3,6,2,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1668,0,42,926,21,36,3,5265,16439,2,1,0,16,3,2,80,1,11,5,3,5,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1669,0,38,1261,2,88,3,6553,7259,9,1,0,14,3,2,80,0,14,3,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1670,0,38,1084,29,54,4,6261,4185,3,1,0,18,3,1,80,1,9,3,1,7,7,1,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1671,0,27,472,1,60,1,4298,9679,5,1,0,19,3,3,80,1,6,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1672,0,49,1002,18,92,4,6804,23793,1,1,1,15,3,1,80,2,7,0,3,7,7,1,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1673,0,34,878,10,43,3,3815,5972,1,1,1,17,3,4,80,1,5,4,4,5,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1674,0,40,905,19,99,4,2741,16523,8,1,1,15,3,3,80,1,15,2,4,7,2,3,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1675,1,38,1180,29,70,1,6673,11354,7,1,1,19,3,2,80,0,17,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1676,1,29,121,27,35,4,7639,24525,1,1,0,22,4,4,80,3,10,3,2,10,4,1,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1677,0,22,1136,5,60,2,2328,12392,1,1,1,16,3,1,80,1,4,2,2,4,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1678,0,36,635,18,73,4,2153,7703,1,1,0,13,3,1,80,0,8,2,3,8,1,1,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1679,0,40,1151,9,63,4,4876,14242,9,1,0,14,3,4,80,1,5,5,1,3,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1680,0,46,644,1,97,1,9396,12368,7,1,0,16,3,3,80,1,17,3,3,4,2,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1681,1,32,1045,4,32,4,10400,25812,1,1,0,11,3,3,80,0,14,2,2,14,8,9,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1682,0,30,829,1,88,3,8474,20925,1,1,0,22,4,3,80,0,12,2,3,11,8,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1683,0,27,1242,20,90,3,9981,12916,1,1,0,14,3,4,80,0,7,2,3,7,7,0,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1684,0,51,1469,8,81,2,12490,15736,5,1,0,16,3,4,80,2,16,5,1,10,9,4,7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1685,1,30,1005,3,88,1,2657,8556,5,1,1,11,3,3,80,0,8,5,3,5,2,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1686,0,41,896,6,75,4,13591,14674,3,1,1,18,3,3,80,0,16,3,3,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1687,1,30,334,26,52,1,6696,22967,5,1,0,15,3,3,80,0,9,5,2,6,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1688,1,29,992,1,85,3,2058,19757,0,1,0,14,3,4,80,0,7,1,2,6,2,1,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1689,0,45,1052,6,57,4,8865,16840,6,1,0,12,3,4,80,0,23,2,3,19,7,12,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1690,0,54,1147,3,52,1,5940,17011,2,1,0,14,3,4,80,1,16,4,3,6,2,0,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1691,0,36,1396,5,62,2,5914,9945,8,1,0,16,3,4,80,0,16,3,4,13,11,3,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1692,0,33,147,4,47,2,2622,13248,6,1,0,21,4,4,80,0,7,3,3,3,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1693,0,37,663,11,47,4,12185,10056,1,1,1,14,3,3,80,3,10,1,3,10,8,0,7,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1694,0,38,119,3,76,3,10609,9647,0,1,0,12,3,3,80,2,17,6,2,16,10,5,13,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1695,0,31,979,1,90,3,4345,4381,0,1,0,12,3,4,80,1,6,2,3,5,4,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1696,0,59,142,3,70,4,2177,8456,3,1,0,17,3,1,80,1,7,6,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1697,0,37,319,4,41,4,2793,2539,4,1,0,17,3,3,80,1,13,2,3,9,8,5,8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1698,0,29,1413,1,42,4,7918,6599,1,1,0,14,3,4,80,1,11,5,3,11,10,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1699,0,35,944,1,92,3,8789,9096,1,1,0,14,3,1,80,0,10,3,4,10,7,0,8,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1700,1,29,896,18,86,4,2389,14961,1,1,1,13,3,3,80,0,4,3,2,4,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1701,0,52,1323,2,89,4,3212,3300,7,1,0,15,3,2,80,0,6,3,2,2,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1702,0,42,532,4,58,4,19232,4933,1,1,0,11,3,4,80,0,22,3,3,22,17,11,15,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1703,0,59,818,6,52,3,2267,25657,8,1,0,17,3,4,80,0,7,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1704,0,50,854,1,68,4,19517,24118,3,1,0,11,3,3,80,1,32,3,2,7,0,0,6,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1705,1,33,813,14,58,4,2436,22149,5,1,1,13,3,3,80,1,8,2,1,5,4,0,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1706,0,43,1034,16,80,4,16064,7744,5,1,1,22,4,3,80,1,22,3,3,17,13,1,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1707,1,33,465,2,39,1,2707,21509,7,1,0,20,4,1,80,0,13,3,4,9,7,1,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1708,0,52,771,2,79,3,19068,21030,1,1,1,18,3,4,80,0,33,2,4,33,7,15,12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1709,0,32,1401,4,56,2,3931,20990,2,1,0,11,3,1,80,1,6,5,3,4,3,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1710,1,32,515,1,62,3,3730,9571,0,1,1,14,3,4,80,0,4,2,1,3,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1711,0,39,1431,1,96,3,2232,15417,7,1,0,14,3,3,80,3,7,1,3,3,2,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1712,0,32,976,26,100,4,4465,12069,0,1,0,18,3,1,80,0,4,2,3,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1713,0,41,1411,19,36,1,3072,19877,2,1,0,16,3,1,80,2,17,2,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1714,0,40,1300,24,62,4,3319,24447,1,1,0,17,3,1,80,2,9,3,3,9,8,4,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1715,0,45,252,1,70,4,19202,15970,0,1,0,11,3,3,80,1,25,2,3,24,0,1,7,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1716,0,31,1327,3,73,3,13675,13523,9,1,0,12,3,1,80,1,9,3,3,2,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1717,0,33,832,5,63,4,2911,14776,1,1,0,13,3,3,80,1,2,2,2,2,2,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1718,0,34,470,2,84,1,5957,23687,6,1,0,13,3,2,80,1,13,3,3,11,9,5,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1719,0,37,1017,1,83,1,3920,18697,2,1,0,14,3,1,80,1,17,2,2,3,1,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1720,0,45,1199,7,77,3,6434,5118,4,1,0,17,3,4,80,1,9,1,3,3,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1721,1,37,504,10,61,3,10048,22573,6,1,0,11,3,2,80,2,17,5,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1722,0,39,505,2,64,3,10938,6420,0,1,0,25,4,4,80,0,20,1,3,19,6,11,8,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1723,0,29,665,15,60,4,2340,22673,1,1,0,19,3,1,80,0,6,1,3,6,5,1,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1724,0,42,916,17,82,1,6545,23016,3,1,1,13,3,3,80,0,10,1,3,3,2,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
